
 ########## Data for k = 0 ############ 
0.000000 	0.000029 	0.000055 	0.000045 	0.000033 	0.000025 	0.000026 	0.000037 	0.000058 	0.000090 	0.000132 	0.000184 	0.000244 	0.000312 	0.000388 	0.000470 	0.000559 	0.000653 	0.000752 	0.000855 	0.000962 	0.001072 	0.001185 	0.001300 	0.001417 	0.001536 	0.001656 	0.001777 	0.001898 	0.002019 	0.002141 	0.002261 	0.002381 	0.002499 	0.002616 	0.002731 	0.002843 	0.002953 	0.003059 	0.003162 	0.003262 	0.003356 	0.003447 	0.003532 	0.003611 	0.003684 	0.003751 	0.003811 	0.003863 	0.003908 	0.003944 	0.003972 	0.003990 	0.004000 	0.003999 	0.003989 	0.003968 	0.003936 	0.003895 	0.003842 	0.003779 	0.003705 	0.003620 	0.003526 	0.003421 	0.003306 	0.003182 	0.003049 	0.002909 	0.002760 	0.002605 	0.002445 	0.002279 	0.002110 	0.001937 	0.001764 	0.001589 	0.001415 	0.001243 	0.001075 	0.000910 	0.000752 	0.000600 	0.000455 	0.000321 	0.000196 	0.000082 	-0.000020 	-0.000109 	-0.000184 	-0.000246 	-0.000293 	-0.000326 	-0.000344 	-0.000349 	-0.000340 	-0.000319 	-0.000288 	-0.000245 	-0.000191 	-0.000080 	0.000000 	
0.000029 	-0.000029 	-0.000055 	-0.000045 	-0.000033 	-0.000025 	-0.000026 	-0.000037 	-0.000058 	-0.000090 	-0.000132 	-0.000184 	-0.000244 	-0.000312 	-0.000388 	-0.000470 	-0.000559 	-0.000653 	-0.000752 	-0.000855 	-0.000962 	-0.001072 	-0.001185 	-0.001300 	-0.001417 	-0.001536 	-0.001656 	-0.001777 	-0.001898 	-0.002019 	-0.002141 	-0.002261 	-0.002381 	-0.002499 	-0.002616 	-0.002731 	-0.002843 	-0.002953 	-0.003059 	-0.003162 	-0.003262 	-0.003356 	-0.003447 	-0.003532 	-0.003611 	-0.003684 	-0.003751 	-0.003811 	-0.003863 	-0.003908 	-0.003944 	-0.003972 	-0.003990 	-0.004000 	-0.003999 	-0.003989 	-0.003968 	-0.003936 	-0.003895 	-0.003842 	-0.003779 	-0.003705 	-0.003620 	-0.003526 	-0.003421 	-0.003306 	-0.003182 	-0.003049 	-0.002909 	-0.002760 	-0.002605 	-0.002445 	-0.002279 	-0.002110 	-0.001937 	-0.001764 	-0.001589 	-0.001415 	-0.001243 	-0.001075 	-0.000910 	-0.000752 	-0.000600 	-0.000455 	-0.000321 	-0.000196 	-0.000082 	0.000020 	0.000109 	0.000184 	0.000246 	0.000293 	0.000326 	0.000344 	0.000349 	0.000340 	0.000319 	0.000288 	0.000245 	0.000191 	0.000080 	-0.000080 	
0.000043 	-0.000043 	-0.000095 	-0.000108 	-0.000116 	-0.000132 	-0.000167 	-0.000223 	-0.000304 	-0.000410 	-0.000542 	-0.000697 	-0.000876 	-0.001076 	-0.001297 	-0.001535 	-0.001791 	-0.002061 	-0.002345 	-0.002641 	-0.002947 	-0.003263 	-0.003587 	-0.003917 	-0.004253 	-0.004593 	-0.004936 	-0.005282 	-0.005628 	-0.005975 	-0.006321 	-0.006665 	-0.007005 	-0.007342 	-0.007674 	-0.008000 	-0.008319 	-0.008630 	-0.008931 	-0.009222 	-0.009501 	-0.009768 	-0.010020 	-0.010258 	-0.010479 	-0.010682 	-0.010867 	-0.011032 	-0.011176 	-0.011297 	-0.011395 	-0.011468 	-0.011516 	-0.011537 	-0.011531 	-0.011497 	-0.011434 	-0.011342 	-0.011220 	-0.011068 	-0.010887 	-0.010677 	-0.010437 	-0.010169 	-0.009873 	-0.009550 	-0.009202 	-0.008830 	-0.008435 	-0.008021 	-0.007588 	-0.007139 	-0.006677 	-0.006205 	-0.005724 	-0.005240 	-0.004753 	-0.004269 	-0.003790 	-0.003319 	-0.002860 	-0.002416 	-0.001991 	-0.001587 	-0.001207 	-0.000855 	-0.000533 	-0.000243 	0.000012 	0.000231 	0.000413 	0.000556 	0.000660 	0.000726 	0.000753 	0.000742 	0.000696 	0.000615 	0.000499 	0.000346 	0.000130 	-0.000130 	
0.000049 	-0.000049 	-0.000122 	-0.000166 	-0.000210 	-0.000269 	-0.000354 	-0.000470 	-0.000622 	-0.000811 	-0.001037 	-0.001300 	-0.001597 	-0.001928 	-0.002289 	-0.002679 	-0.003095 	-0.003534 	-0.003995 	-0.004475 	-0.004971 	-0.005482 	-0.006005 	-0.006539 	-0.007082 	-0.007631 	-0.008185 	-0.008742 	-0.009301 	-0.009860 	-0.010417 	-0.010971 	-0.011519 	-0.012061 	-0.012595 	-0.013118 	-0.013629 	-0.014127 	-0.014609 	-0.015074 	-0.015520 	-0.015945 	-0.016347 	-0.016724 	-0.017075 	-0.017397 	-0.017689 	-0.017948 	-0.018173 	-0.018363 	-0.018514 	-0.018627 	-0.018698 	-0.018727 	-0.018712 	-0.018653 	-0.018548 	-0.018396 	-0.018198 	-0.017953 	-0.017661 	-0.017323 	-0.016938 	-0.016509 	-0.016036 	-0.015521 	-0.014966 	-0.014374 	-0.013746 	-0.013087 	-0.012399 	-0.011687 	-0.010954 	-0.010204 	-0.009442 	-0.008673 	-0.007901 	-0.007133 	-0.006372 	-0.005624 	-0.004894 	-0.004188 	-0.003510 	-0.002865 	-0.002259 	-0.001694 	-0.001176 	-0.000708 	-0.000294 	0.000065 	0.000366 	0.000606 	0.000787 	0.000906 	0.000966 	0.000967 	0.000910 	0.000799 	0.000633 	0.000415 	0.000146 	-0.000146 	
0.000053 	-0.000053 	-0.000145 	-0.000225 	-0.000315 	-0.000428 	-0.000574 	-0.000761 	-0.000993 	-0.001272 	-0.001598 	-0.001971 	-0.002388 	-0.002848 	-0.003348 	-0.003885 	-0.004456 	-0.005058 	-0.005689 	-0.006344 	-0.007021 	-0.007718 	-0.008431 	-0.009158 	-0.009897 	-0.010644 	-0.011398 	-0.012156 	-0.012915 	-0.013674 	-0.014430 	-0.015181 	-0.015924 	-0.016658 	-0.017380 	-0.018088 	-0.018779 	-0.019451 	-0.020101 	-0.020728 	-0.021328 	-0.021899 	-0.022439 	-0.022945 	-0.023414 	-0.023844 	-0.024233 	-0.024577 	-0.024876 	-0.025125 	-0.025324 	-0.025469 	-0.025560 	-0.025593 	-0.025568 	-0.025482 	-0.025336 	-0.025128 	-0.024857 	-0.024524 	-0.024128 	-0.023670 	-0.023151 	-0.022572 	-0.021935 	-0.021243 	-0.020497 	-0.019702 	-0.018860 	-0.017976 	-0.017055 	-0.016100 	-0.015118 	-0.014114 	-0.013094 	-0.012064 	-0.011030 	-0.010000 	-0.008980 	-0.007977 	-0.006998 	-0.006049 	-0.005136 	-0.004268 	-0.003448 	-0.002684 	-0.001981 	-0.001343 	-0.000775 	-0.000279 	0.000140 	0.000480 	0.000742 	0.000924 	0.001026 	0.001051 	0.001001 	0.000878 	0.000689 	0.000440 	0.000151 	-0.000151 	
0.000057 	-0.000057 	-0.000170 	-0.000288 	-0.000428 	-0.000602 	-0.000818 	-0.001084 	-0.001403 	-0.001777 	-0.002207 	-0.002692 	-0.003230 	-0.003819 	-0.004456 	-0.005137 	-0.005860 	-0.006619 	-0.007413 	-0.008237 	-0.009088 	-0.009962 	-0.010856 	-0.011768 	-0.012692 	-0.013628 	-0.014570 	-0.015518 	-0.016467 	-0.017414 	-0.018358 	-0.019295 	-0.020222 	-0.021136 	-0.022035 	-0.022915 	-0.023774 	-0.024608 	-0.025415 	-0.026192 	-0.026935 	-0.027642 	-0.028309 	-0.028933 	-0.029511 	-0.030040 	-0.030517 	-0.030939 	-0.031303 	-0.031606 	-0.031846 	-0.032020 	-0.032126 	-0.032161 	-0.032124 	-0.032013 	-0.031826 	-0.031563 	-0.031224 	-0.030807 	-0.030314 	-0.029744 	-0.029100 	-0.028382 	-0.027594 	-0.026738 	-0.025816 	-0.024834 	-0.023795 	-0.022705 	-0.021568 	-0.020391 	-0.019180 	-0.017942 	-0.016684 	-0.015414 	-0.014139 	-0.012868 	-0.011608 	-0.010368 	-0.009157 	-0.007982 	-0.006851 	-0.005772 	-0.004752 	-0.003799 	-0.002918 	-0.002117 	-0.001399 	-0.000769 	-0.000231 	0.000212 	0.000560 	0.000811 	0.000967 	0.001029 	0.001000 	0.000887 	0.000696 	0.000442 	0.000150 	-0.000150 	
0.000062 	-0.000062 	-0.000195 	-0.000355 	-0.000549 	-0.000788 	-0.001079 	-0.001428 	-0.001839 	-0.002313 	-0.002850 	-0.003449 	-0.004109 	-0.004827 	-0.005599 	-0.006422 	-0.007292 	-0.008205 	-0.009157 	-0.010143 	-0.011161 	-0.012205 	-0.013273 	-0.014359 	-0.015462 	-0.016576 	-0.017698 	-0.018825 	-0.019953 	-0.021080 	-0.022200 	-0.023312 	-0.024412 	-0.025496 	-0.026560 	-0.027602 	-0.028618 	-0.029605 	-0.030558 	-0.031475 	-0.032351 	-0.033183 	-0.033967 	-0.034700 	-0.035379 	-0.035999 	-0.036556 	-0.037049 	-0.037472 	-0.037824 	-0.038101 	-0.038300 	-0.038418 	-0.038453 	-0.038404 	-0.038267 	-0.038042 	-0.037727 	-0.037323 	-0.036829 	-0.036244 	-0.035571 	-0.034811 	-0.033965 	-0.033036 	-0.032028 	-0.030945 	-0.029790 	-0.028569 	-0.027288 	-0.025953 	-0.024571 	-0.023149 	-0.021695 	-0.020218 	-0.018725 	-0.017227 	-0.015732 	-0.014249 	-0.012789 	-0.011361 	-0.009973 	-0.008636 	-0.007359 	-0.006149 	-0.005015 	-0.003965 	-0.003004 	-0.002140 	-0.001377 	-0.000719 	-0.000170 	0.000270 	0.000598 	0.000816 	0.000927 	0.000935 	0.000847 	0.000674 	0.000431 	0.000147 	-0.000147 	
0.000066 	-0.000066 	-0.000222 	-0.000424 	-0.000674 	-0.000981 	-0.001350 	-0.001787 	-0.002292 	-0.002869 	-0.003515 	-0.004231 	-0.005013 	-0.005859 	-0.006765 	-0.007728 	-0.008742 	-0.009804 	-0.010909 	-0.012053 	-0.013231 	-0.014439 	-0.015673 	-0.016927 	-0.018199 	-0.019483 	-0.020776 	-0.022074 	-0.023372 	-0.024668 	-0.025956 	-0.027233 	-0.028495 	-0.029739 	-0.030960 	-0.032154 	-0.033317 	-0.034446 	-0.035535 	-0.036582 	-0.037582 	-0.038531 	-0.039425 	-0.040259 	-0.041030 	-0.041734 	-0.042366 	-0.042923 	-0.043401 	-0.043797 	-0.044106 	-0.044327 	-0.044456 	-0.044491 	-0.044429 	-0.044268 	-0.044006 	-0.043643 	-0.043179 	-0.042612 	-0.041943 	-0.041174 	-0.040306 	-0.039341 	-0.038283 	-0.037135 	-0.035902 	-0.034588 	-0.033199 	-0.031742 	-0.030224 	-0.028652 	-0.027035 	-0.025381 	-0.023700 	-0.022001 	-0.020294 	-0.018590 	-0.016899 	-0.015233 	-0.013600 	-0.012013 	-0.010481 	-0.009014 	-0.007622 	-0.006314 	-0.005099 	-0.003984 	-0.002975 	-0.002078 	-0.001299 	-0.000641 	-0.000105 	0.000307 	0.000597 	0.000768 	0.000825 	0.000775 	0.000632 	0.000413 	0.000143 	-0.000143 	
0.000071 	-0.000071 	-0.000250 	-0.000494 	-0.000801 	-0.001178 	-0.001628 	-0.002153 	-0.002756 	-0.003437 	-0.004194 	-0.005026 	-0.005931 	-0.006905 	-0.007944 	-0.009043 	-0.010199 	-0.011407 	-0.012661 	-0.013957 	-0.015291 	-0.016656 	-0.018049 	-0.019464 	-0.020898 	-0.022344 	-0.023800 	-0.025260 	-0.026720 	-0.028176 	-0.029623 	-0.031056 	-0.032472 	-0.033867 	-0.035234 	-0.036571 	-0.037873 	-0.039135 	-0.040353 	-0.041522 	-0.042637 	-0.043695 	-0.044690 	-0.045619 	-0.046476 	-0.047257 	-0.047958 	-0.048575 	-0.049103 	-0.049540 	-0.049880 	-0.050121 	-0.050260 	-0.050293 	-0.050219 	-0.050035 	-0.049740 	-0.049332 	-0.048812 	-0.048178 	-0.047431 	-0.046573 	-0.045606 	-0.044532 	-0.043355 	-0.042078 	-0.040706 	-0.039245 	-0.037701 	-0.036082 	-0.034394 	-0.032646 	-0.030847 	-0.029007 	-0.027136 	-0.025244 	-0.023342 	-0.021443 	-0.019556 	-0.017694 	-0.015869 	-0.014091 	-0.012373 	-0.010725 	-0.009158 	-0.007681 	-0.006305 	-0.005037 	-0.003885 	-0.002855 	-0.001953 	-0.001182 	-0.000544 	-0.000041 	0.000328 	0.000567 	0.000682 	0.000681 	0.000578 	0.000390 	0.000139 	-0.000139 	
0.000076 	-0.000076 	-0.000277 	-0.000565 	-0.000930 	-0.001377 	-0.001908 	-0.002523 	-0.003224 	-0.004010 	-0.004879 	-0.005828 	-0.006855 	-0.007956 	-0.009126 	-0.010361 	-0.011656 	-0.013005 	-0.014405 	-0.015849 	-0.017332 	-0.018849 	-0.020395 	-0.021965 	-0.023553 	-0.025155 	-0.026766 	-0.028381 	-0.029995 	-0.031602 	-0.033200 	-0.034781 	-0.036343 	-0.037879 	-0.039386 	-0.040857 	-0.042289 	-0.043677 	-0.045015 	-0.046298 	-0.047522 	-0.048682 	-0.049773 	-0.050789 	-0.051726 	-0.052580 	-0.053346 	-0.054018 	-0.054594 	-0.055068 	-0.055437 	-0.055697 	-0.055845 	-0.055878 	-0.055793 	-0.055589 	-0.055263 	-0.054814 	-0.054242 	-0.053547 	-0.052729 	-0.051790 	-0.050731 	-0.049557 	-0.048269 	-0.046873 	-0.045374 	-0.043777 	-0.042090 	-0.040319 	-0.038474 	-0.036562 	-0.034594 	-0.032581 	-0.030532 	-0.028459 	-0.026374 	-0.024290 	-0.022217 	-0.020170 	-0.018161 	-0.016201 	-0.014304 	-0.012481 	-0.010744 	-0.009103 	-0.007568 	-0.006149 	-0.004854 	-0.003690 	-0.002662 	-0.001776 	-0.001032 	-0.000434 	0.000022 	0.000337 	0.000518 	0.000574 	0.000517 	0.000365 	0.000134 	-0.000134 	
