
 ########## Data for k = 0 ############ 
-0.182219 	-0.184836 	-0.187382 	-0.189896 	-0.192358 	-0.194748 	-0.197105 	-0.199404 	-0.201631 	-0.203826 	-0.205954 	-0.208013 	-0.210039 	-0.211987 	-0.213868 	-0.215715 	-0.217476 	-0.219174 	-0.220837 	-0.222405 	-0.223913 	-0.225386 	-0.226751 	-0.228060 	-0.229333 	-0.230486 	-0.231587 	-0.232650 	-0.233577 	-0.234458 	-0.235287 	-0.235971 	-0.236609 	-0.237189 	-0.237623 	-0.238006 	-0.238315 	-0.238477 	-0.238581 	-0.238592 	-0.238454 	-0.238246 	-0.237925 	-0.237449 	-0.236889 	-0.236192 	-0.235324 	-0.234344 	-0.233195 	-0.231868 	-0.230415 	-0.228760 	-0.226911 	-0.224906 	-0.222664 	-0.220208 	-0.217563 	-0.214643 	-0.211485 	-0.208103 	-0.204410 	-0.200452 	
-0.180731 	-0.137545 	-0.152069 	-0.158802 	-0.165220 	-0.170906 	-0.175914 	-0.180343 	-0.184298 	-0.187872 	-0.191128 	-0.194120 	-0.196894 	-0.199475 	-0.201891 	-0.204167 	-0.206311 	-0.208337 	-0.210263 	-0.212086 	-0.213819 	-0.215473 	-0.217042 	-0.218537 	-0.219968 	-0.221325 	-0.222621 	-0.223864 	-0.225040 	-0.226164 	-0.227243 	-0.228265 	-0.229246 	-0.230191 	-0.231089 	-0.231954 	-0.232787 	-0.233578 	-0.234342 	-0.235082 	-0.235789 	-0.236480 	-0.237155 	-0.237809 	-0.238455 	-0.239094 	-0.239718 	-0.240342 	-0.240964 	-0.241583 	-0.242215 	-0.242861 	-0.243525 	-0.244234 	-0.244997 	-0.245835 	-0.246786 	-0.247840 	-0.248900 	-0.249649 	-0.256960 	-0.201839 	
-0.179104 	-0.120331 	-0.135906 	-0.141046 	-0.147253 	-0.153442 	-0.159269 	-0.164614 	-0.169468 	-0.173867 	-0.177861 	-0.181502 	-0.184837 	-0.187907 	-0.190748 	-0.193389 	-0.195856 	-0.198167 	-0.200343 	-0.202396 	-0.204341 	-0.206190 	-0.207951 	-0.209635 	-0.211251 	-0.212806 	-0.214307 	-0.215762 	-0.217177 	-0.218557 	-0.219912 	-0.221245 	-0.222563 	-0.223870 	-0.225167 	-0.226452 	-0.227722 	-0.228994 	-0.230303 	-0.231666 	-0.233079 	-0.234542 	-0.236061 	-0.237636 	-0.239273 	-0.240976 	-0.242746 	-0.244587 	-0.246499 	-0.248477 	-0.250523 	-0.252626 	-0.254773 	-0.256942 	-0.259090 	-0.261139 	-0.262954 	-0.264275 	-0.264643 	-0.263499 	-0.272527 	-0.202772 	
-0.177331 	-0.108775 	-0.125439 	-0.128957 	-0.134115 	-0.139812 	-0.145569 	-0.151113 	-0.156312 	-0.161122 	-0.165544 	-0.169602 	-0.173327 	-0.176755 	-0.179921 	-0.182855 	-0.185586 	-0.188138 	-0.190532 	-0.192789 	-0.194925 	-0.196956 	-0.198897 	-0.200760 	-0.202557 	-0.204300 	-0.205999 	-0.207664 	-0.209305 	-0.210931 	-0.212551 	-0.214173 	-0.215805 	-0.217452 	-0.219119 	-0.220809 	-0.222528 	-0.224295 	-0.226135 	-0.228065 	-0.230090 	-0.232214 	-0.234440 	-0.236770 	-0.239206 	-0.241751 	-0.244401 	-0.247152 	-0.249996 	-0.252919 	-0.255901 	-0.258911 	-0.261902 	-0.264807 	-0.267522 	-0.269888 	-0.271675 	-0.272542 	-0.272041 	-0.269961 	-0.280757 	-0.203262 	
-0.175422 	-0.100386 	-0.118060 	-0.120359 	-0.124368 	-0.129197 	-0.134413 	-0.139691 	-0.144828 	-0.149711 	-0.154288 	-0.158546 	-0.162492 	-0.166147 	-0.169535 	-0.172682 	-0.175615 	-0.178357 	-0.180933 	-0.183363 	-0.185668 	-0.187864 	-0.189969 	-0.191998 	-0.193967 	-0.195888 	-0.197775 	-0.199640 	-0.201495 	-0.203351 	-0.205220 	-0.207110 	-0.209030 	-0.210989 	-0.212993 	-0.215049 	-0.217169 	-0.219370 	-0.221670 	-0.224087 	-0.226626 	-0.229293 	-0.232088 	-0.235013 	-0.238065 	-0.241240 	-0.244530 	-0.247920 	-0.251392 	-0.254916 	-0.258454 	-0.261952 	-0.265335 	-0.268499 	-0.271304 	-0.273560 	-0.275024 	-0.275407 	-0.274449 	-0.272358 	-0.285146 	-0.203144 	
-0.173382 	-0.093691 	-0.112309 	-0.113815 	-0.116856 	-0.120775 	-0.125265 	-0.130028 	-0.134840 	-0.139549 	-0.144064 	-0.148339 	-0.152354 	-0.156110 	-0.159619 	-0.162897 	-0.165966 	-0.168847 	-0.171561 	-0.174130 	-0.176573 	-0.178910 	-0.181158 	-0.183336 	-0.185458 	-0.187542 	-0.189600 	-0.191648 	-0.193698 	-0.195763 	-0.197855 	-0.199986 	-0.202164 	-0.204400 	-0.206702 	-0.209080 	-0.211546 	-0.214115 	-0.216805 	-0.219623 	-0.222580 	-0.225676 	-0.228913 	-0.232287 	-0.235791 	-0.239414 	-0.243141 	-0.246950 	-0.250809 	-0.254678 	-0.258502 	-0.262211 	-0.265713 	-0.268890 	-0.271594 	-0.273646 	-0.274853 	-0.275037 	-0.274132 	-0.272627 	-0.287356 	-0.202515 	
-0.171206 	-0.087990 	-0.107449 	-0.108474 	-0.110782 	-0.113892 	-0.117636 	-0.121782 	-0.126124 	-0.130500 	-0.134797 	-0.138944 	-0.142901 	-0.146649 	-0.150186 	-0.153517 	-0.156657 	-0.159621 	-0.162428 	-0.165097 	-0.167646 	-0.170095 	-0.172462 	-0.174765 	-0.177020 	-0.179244 	-0.181452 	-0.183660 	-0.185882 	-0.188130 	-0.190418 	-0.192757 	-0.195159 	-0.197633 	-0.200189 	-0.202838 	-0.205592 	-0.208464 	-0.211467 	-0.214604 	-0.217884 	-0.221306 	-0.224869 	-0.228564 	-0.232380 	-0.236302 	-0.240305 	-0.244362 	-0.248432 	-0.252467 	-0.256403 	-0.260162 	-0.263649 	-0.266750 	-0.269332 	-0.271255 	-0.272397 	-0.272691 	-0.272215 	-0.271588 	-0.288092 	-0.201377 	
-0.168905 	-0.082908 	-0.103093 	-0.103842 	-0.105621 	-0.108065 	-0.111123 	-0.114642 	-0.118453 	-0.122405 	-0.126381 	-0.130297 	-0.134096 	-0.137745 	-0.141228 	-0.144542 	-0.147691 	-0.150686 	-0.153540 	-0.156269 	-0.158889 	-0.161419 	-0.163876 	-0.166277 	-0.168639 	-0.170979 	-0.173313 	-0.175655 	-0.178021 	-0.180423 	-0.182875 	-0.185389 	-0.187975 	-0.190646 	-0.193410 	-0.196278 	-0.199261 	-0.202369 	-0.205613 	-0.208992 	-0.212510 	-0.216166 	-0.219954 	-0.223863 	-0.227878 	-0.231979 	-0.236137 	-0.240318 	-0.244479 	-0.248566 	-0.252515 	-0.256249 	-0.259680 	-0.262709 	-0.265233 	-0.267161 	-0.268437 	-0.269079 	-0.269250 	-0.269592 	-0.287668 	-0.199564 	
-0.166484 	-0.078227 	-0.099027 	-0.099624 	-0.101032 	-0.102948 	-0.105412 	-0.108342 	-0.111615 	-0.115105 	-0.118701 	-0.122314 	-0.125882 	-0.129360 	-0.132724 	-0.135959 	-0.139062 	-0.142037 	-0.144894 	-0.147643 	-0.150298 	-0.152876 	-0.155393 	-0.157864 	-0.160306 	-0.162734 	-0.165165 	-0.167613 	-0.170093 	-0.172618 	-0.175200 	-0.177853 	-0.180586 	-0.183410 	-0.186335 	-0.189371 	-0.192526 	-0.195808 	-0.199223 	-0.202775 	-0.206457 	-0.210268 	-0.214198 	-0.218234 	-0.222359 	-0.226549 	-0.230773 	-0.234996 	-0.239172 	-0.243249 	-0.247167 	-0.250856 	-0.254243 	-0.257251 	-0.259810 	-0.261874 	-0.263443 	-0.264590 	-0.265510 	-0.266823 	-0.286290 	-0.197199 	
-0.163941 	-0.073811 	-0.095128 	-0.095646 	-0.096797 	-0.098303 	-0.100267 	-0.102669 	-0.105429 	-0.108451 	-0.111639 	-0.114909 	-0.118196 	-0.121450 	-0.124640 	-0.127744 	-0.130753 	-0.133664 	-0.136481 	-0.139212 	-0.141868 	-0.144461 	-0.147006 	-0.149517 	-0.152009 	-0.154497 	-0.156996 	-0.159520 	-0.162083 	-0.164698 	-0.167377 	-0.170131 	-0.172972 	-0.175908 	-0.178949 	-0.182103 	-0.185377 	-0.188777 	-0.192306 	-0.195966 	-0.199748 	-0.203646 	-0.207650 	-0.211746 	-0.215913 	-0.220128 	-0.224359 	-0.228570 	-0.232720 	-0.236760 	-0.240637 	-0.244295 	-0.247675 	-0.250728 	-0.253412 	-0.255720 	-0.257688 	-0.259422 	-0.261119 	-0.263354 	-0.284062 	-0.194272 	
