
 ########## Data for k = 0 ############ 
-0.165723 	-0.170920 	-0.175963 	-0.180758 	-0.185272 	-0.189586 	-0.193580 	-0.197212 	-0.200587 	-0.203552 	-0.206058 	-0.208238 	-0.209900 	-0.210992 	-0.211682 	-0.211742 	-0.211109 	-0.209993 	-0.208123 	-0.205441 	-0.202199 	-0.198093 	-0.193084 	-0.187466 	-0.180924 	-0.173462 	-0.165397 	-0.156448 	-0.146690 	-0.136435 	-0.125494 	-0.114045 	
-0.165990 	-0.170500 	-0.175931 	-0.180907 	-0.185673 	-0.190187 	-0.194405 	-0.198334 	-0.201952 	-0.205200 	-0.208072 	-0.210544 	-0.212546 	-0.214061 	-0.215067 	-0.215494 	-0.215305 	-0.214485 	-0.212966 	-0.210694 	-0.207673 	-0.203848 	-0.199157 	-0.193634 	-0.187260 	-0.179974 	-0.171858 	-0.162952 	-0.153211 	-0.142764 	-0.131891 	-0.119568 	
-0.165873 	-0.170330 	-0.175782 	-0.180819 	-0.185706 	-0.190372 	-0.194786 	-0.198935 	-0.202787 	-0.206304 	-0.209465 	-0.212231 	-0.214557 	-0.216414 	-0.217758 	-0.218542 	-0.218722 	-0.218251 	-0.217083 	-0.215167 	-0.212464 	-0.208938 	-0.204540 	-0.199254 	-0.193072 	-0.185961 	-0.177945 	-0.169063 	-0.159313 	-0.148752 	-0.137726 	-0.125088 	
-0.165158 	-0.169627 	-0.175125 	-0.180220 	-0.185196 	-0.189982 	-0.194552 	-0.198882 	-0.202941 	-0.206694 	-0.210113 	-0.213158 	-0.215787 	-0.217962 	-0.219638 	-0.220768 	-0.221304 	-0.221194 	-0.220390 	-0.218837 	-0.216489 	-0.213301 	-0.209228 	-0.204239 	-0.198313 	-0.191426 	-0.183581 	-0.174801 	-0.165102 	-0.154521 	-0.143424 	-0.130572 	
-0.163813 	-0.168406 	-0.173918 	-0.179056 	-0.184093 	-0.188967 	-0.193656 	-0.198133 	-0.202365 	-0.206321 	-0.209967 	-0.213265 	-0.216172 	-0.218646 	-0.220640 	-0.222107 	-0.222996 	-0.223254 	-0.222826 	-0.221657 	-0.219692 	-0.216883 	-0.213178 	-0.208538 	-0.202930 	-0.196328 	-0.188722 	-0.180121 	-0.170545 	-0.160019 	-0.148921 	-0.135940 	
-0.162038 	-0.166637 	-0.172127 	-0.177274 	-0.182340 	-0.187269 	-0.192042 	-0.196629 	-0.201002 	-0.205128 	-0.208972 	-0.212495 	-0.215658 	-0.218412 	-0.220712 	-0.222510 	-0.223752 	-0.224383 	-0.224346 	-0.223582 	-0.222031 	-0.219638 	-0.216347 	-0.212108 	-0.206879 	-0.200626 	-0.193330 	-0.184987 	-0.175612 	-0.165224 	-0.154199 	-0.141200 	
-0.159607 	-0.164261 	-0.169693 	-0.174825 	-0.179890 	-0.184842 	-0.189663 	-0.194327 	-0.198805 	-0.203067 	-0.207078 	-0.210801 	-0.214194 	-0.217212 	-0.219804 	-0.221925 	-0.223519 	-0.224529 	-0.224896 	-0.224557 	-0.223450 	-0.221510 	-0.218676 	-0.214890 	-0.210100 	-0.204262 	-0.197347 	-0.189338 	-0.180244 	-0.170071 	-0.159187 	-0.146254 	
-0.156500 	-0.161251 	-0.166590 	-0.171678 	-0.176710 	-0.181650 	-0.186483 	-0.191187 	-0.195736 	-0.200100 	-0.204246 	-0.208139 	-0.211738 	-0.214998 	-0.217868 	-0.220302 	-0.222245 	-0.223638 	-0.224420 	-0.224525 	-0.223886 	-0.222433 	-0.220098 	-0.216815 	-0.212523 	-0.207166 	-0.200703 	-0.193106 	-0.184369 	-0.174488 	-0.163818 	-0.151000 	
-0.152941 	-0.157632 	-0.162830 	-0.167825 	-0.172782 	-0.177670 	-0.182476 	-0.187181 	-0.191762 	-0.196192 	-0.200441 	-0.204473 	-0.208250 	-0.211731 	-0.214860 	-0.217595 	-0.219880 	-0.221656 	-0.222859 	-0.223423 	-0.223274 	-0.222339 	-0.220543 	-0.217811 	-0.214072 	-0.209260 	-0.203320 	-0.196212 	-0.187918 	-0.178419 	-0.168049 	-0.155501 	
-0.148699 	-0.153360 	-0.158376 	-0.163244 	-0.168087 	-0.172883 	-0.177622 	-0.182288 	-0.186862 	-0.191320 	-0.195634 	-0.199772 	-0.203698 	-0.207373 	-0.210741 	-0.213759 	-0.216376 	-0.218530 	-0.220157 	-0.221189 	-0.221549 	-0.221158 	-0.219936 	-0.217799 	-0.214666 	-0.210460 	-0.205114 	-0.198572 	-0.190800 	-0.181764 	-0.171778 	-0.159580 	
-0.143778 	-0.148431 	-0.153226 	-0.157929 	-0.162617 	-0.167280 	-0.171909 	-0.176495 	-0.181020 	-0.185465 	-0.189806 	-0.194013 	-0.198053 	-0.201890 	-0.205474 	-0.208756 	-0.211688 	-0.214211 	-0.216260 	-0.217763 	-0.218644 	-0.218819 	-0.218200 	-0.216698 	-0.214221 	-0.210681 	-0.205996 	-0.200096 	-0.192928 	-0.184439 	-0.174919 	-0.163112 	
-0.138407 	-0.142888 	-0.147409 	-0.151891 	-0.156377 	-0.160859 	-0.165335 	-0.169795 	-0.174229 	-0.178618 	-0.182944 	-0.187181 	-0.191298 	-0.195261 	-0.199031 	-0.202551 	-0.205779 	-0.208655 	-0.211116 	-0.213090 	-0.214498 	-0.215253 	-0.215262 	-0.214429 	-0.212653 	-0.209835 	-0.205878 	-0.200696 	-0.194221 	-0.186382 	-0.177433 	-0.166233 	
