
 ########## Data for k = 0 ############ 
0.000000 	-0.000044 	-0.000139 	-0.000200 	-0.000166 	-0.000031 	0.000200 	0.000515 	0.000900 	0.001343 	0.001831 	0.002353 	0.002902 	0.003468 	0.004045 	0.004626 	0.005205 	0.005775 	0.006331 	0.006865 	0.007369 	0.007837 	0.008259 	0.008628 	0.008934 	0.009170 	0.009326 	0.009396 	0.009372 	0.009249 	0.009026 	0.008701 	0.008277 	0.007759 	0.007155 	0.006476 	0.005739 	0.004961 	0.004162 	0.003366 	0.002595 	0.001873 	0.001224 	0.000666 	0.000219 	-0.000105 	-0.000298 	-0.000360 	-0.000307 	-0.000167 	-0.000040 	0.000000 	
-0.000044 	0.000044 	0.000139 	0.000200 	0.000166 	0.000031 	-0.000200 	-0.000515 	-0.000900 	-0.001343 	-0.001831 	-0.002353 	-0.002902 	-0.003468 	-0.004045 	-0.004626 	-0.005205 	-0.005775 	-0.006331 	-0.006865 	-0.007369 	-0.007837 	-0.008259 	-0.008628 	-0.008934 	-0.009170 	-0.009326 	-0.009396 	-0.009372 	-0.009249 	-0.009026 	-0.008701 	-0.008277 	-0.007759 	-0.007155 	-0.006476 	-0.005739 	-0.004961 	-0.004162 	-0.003366 	-0.002595 	-0.001873 	-0.001224 	-0.000666 	-0.000219 	0.000105 	0.000298 	0.000360 	0.000307 	0.000167 	0.000040 	-0.000040 	
-0.000051 	0.000051 	0.000121 	0.000063 	-0.000200 	-0.000688 	-0.001395 	-0.002302 	-0.003382 	-0.004608 	-0.005951 	-0.007385 	-0.008888 	-0.010436 	-0.012009 	-0.013590 	-0.015158 	-0.016696 	-0.018186 	-0.019606 	-0.020939 	-0.022162 	-0.023256 	-0.024197 	-0.024965 	-0.025540 	-0.025901 	-0.026032 	-0.025920 	-0.025553 	-0.024927 	-0.024042 	-0.022907 	-0.021534 	-0.019948 	-0.018177 	-0.016261 	-0.014242 	-0.012173 	-0.010106 	-0.008099 	-0.006208 	-0.004487 	-0.002984 	-0.001741 	-0.000785 	-0.000131 	0.000227 	0.000324 	0.000219 	0.000063 	-0.000063 	
-0.000032 	0.000032 	-0.000007 	-0.000286 	-0.000864 	-0.001761 	-0.002971 	-0.004466 	-0.006213 	-0.008171 	-0.010303 	-0.012569 	-0.014935 	-0.017367 	-0.019833 	-0.022302 	-0.024746 	-0.027134 	-0.029438 	-0.031625 	-0.033667 	-0.035530 	-0.037184 	-0.038596 	-0.039734 	-0.040571 	-0.041078 	-0.041232 	-0.041015 	-0.040414 	-0.039422 	-0.038043 	-0.036289 	-0.034183 	-0.031758 	-0.029060 	-0.026144 	-0.023075 	-0.019926 	-0.016774 	-0.013703 	-0.010794 	-0.008123 	-0.005761 	-0.003766 	-0.002179 	-0.001019 	-0.000279 	0.000083 	0.000142 	0.000054 	-0.000054 	
-0.000003 	0.000003 	-0.000187 	-0.000753 	-0.001702 	-0.003052 	-0.004786 	-0.006871 	-0.009265 	-0.011920 	-0.014788 	-0.017823 	-0.020979 	-0.024212 	-0.027481 	-0.030746 	-0.033967 	-0.037106 	-0.040122 	-0.042977 	-0.045629 	-0.048039 	-0.050165 	-0.051968 	-0.053409 	-0.054452 	-0.055065 	-0.055220 	-0.054896 	-0.054077 	-0.052759 	-0.050946 	-0.048655 	-0.045917 	-0.042773 	-0.039281 	-0.035508 	-0.031534 	-0.027451 	-0.023355 	-0.019346 	-0.015526 	-0.011991 	-0.008828 	-0.006109 	-0.003885 	-0.002186 	-0.001005 	-0.000304 	-0.000000 	0.000033 	-0.000033 	
0.000028 	-0.000028 	-0.000387 	-0.001271 	-0.002625 	-0.004454 	-0.006727 	-0.009402 	-0.012429 	-0.015753 	-0.019318 	-0.023069 	-0.026954 	-0.030920 	-0.034919 	-0.038901 	-0.042819 	-0.046625 	-0.050273 	-0.053713 	-0.056899 	-0.059782 	-0.062315 	-0.064451 	-0.066148 	-0.067362 	-0.068060 	-0.068208 	-0.067785 	-0.066774 	-0.065170 	-0.062981 	-0.060227 	-0.056943 	-0.053177 	-0.048994 	-0.044474 	-0.039706 	-0.034796 	-0.029853 	-0.024994 	-0.020336 	-0.015990 	-0.012059 	-0.008629 	-0.005764 	-0.003500 	-0.001842 	-0.000758 	-0.000169 	0.000008 	-0.000008 	
0.000059 	-0.000059 	-0.000591 	-0.001807 	-0.003580 	-0.005901 	-0.008718 	-0.011980 	-0.015625 	-0.019593 	-0.023820 	-0.028244 	-0.032807 	-0.037449 	-0.042114 	-0.046748 	-0.051295 	-0.055701 	-0.059913 	-0.063875 	-0.067535 	-0.070837 	-0.073729 	-0.076160 	-0.078082 	-0.079450 	-0.080225 	-0.080373 	-0.079870 	-0.078698 	-0.076854 	-0.074345 	-0.071194 	-0.067438 	-0.063131 	-0.058343 	-0.053159 	-0.047680 	-0.042018 	-0.036298 	-0.030646 	-0.025195 	-0.020070 	-0.015389 	-0.011251 	-0.007734 	-0.004888 	-0.002728 	-0.001237 	-0.000344 	-0.000016 	0.000016 	
0.000087 	-0.000087 	-0.000791 	-0.002339 	-0.004534 	-0.007346 	-0.010705 	-0.014543 	-0.018791 	-0.023378 	-0.028235 	-0.033293 	-0.038489 	-0.043758 	-0.049038 	-0.054268 	-0.059389 	-0.064340 	-0.069063 	-0.073498 	-0.077586 	-0.081268 	-0.084488 	-0.087190 	-0.089324 	-0.090841 	-0.091700 	-0.091865 	-0.091310 	-0.090016 	-0.087979 	-0.085206 	-0.081719 	-0.077559 	-0.072779 	-0.067454 	-0.061674 	-0.055545 	-0.049188 	-0.042735 	-0.036327 	-0.030108 	-0.024217 	-0.018788 	-0.013936 	-0.009755 	-0.006310 	-0.003631 	-0.001720 	-0.000516 	-0.000038 	0.000038 	
0.000114 	-0.000114 	-0.000984 	-0.002857 	-0.005465 	-0.008760 	-0.012648 	-0.017049 	-0.021878 	-0.027059 	-0.032515 	-0.038173 	-0.043961 	-0.049813 	-0.055662 	-0.061443 	-0.067092 	-0.072544 	-0.077737 	-0.082607 	-0.087091 	-0.091128 	-0.094658 	-0.097622 	-0.099966 	-0.101641 	-0.102601 	-0.102809 	-0.102237 	-0.100865 	-0.098685 	-0.095703 	-0.091941 	-0.087438 	-0.082248 	-0.076445 	-0.070123 	-0.063392 	-0.056378 	-0.049224 	-0.042078 	-0.035100 	-0.028443 	-0.022258 	-0.016677 	-0.011814 	-0.007753 	-0.004541 	-0.002200 	-0.000682 	-0.000058 	0.000058 	
0.000139 	-0.000139 	-0.001167 	-0.003353 	-0.006360 	-0.010123 	-0.014523 	-0.019464 	-0.024852 	-0.030599 	-0.036622 	-0.042844 	-0.049189 	-0.055586 	-0.061964 	-0.068256 	-0.074394 	-0.080312 	-0.085942 	-0.091220 	-0.096080 	-0.100457 	-0.104289 	-0.107516 	-0.110080 	-0.111929 	-0.113017 	-0.113303 	-0.112756 	-0.111354 	-0.109085 	-0.105952 	-0.101975 	-0.097187 	-0.091643 	-0.085416 	-0.078598 	-0.071303 	-0.063663 	-0.055825 	-0.047951 	-0.040212 	-0.032779 	-0.025820 	-0.019489 	-0.013921 	-0.009221 	-0.005459 	-0.002679 	-0.000845 	-0.000075 	0.000075 	
